Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Michael O'Loughlin Butchers SKU,[SM] Michael O'Loughlin Butchers Best Price List,[SM] Michael O'Loughlin Butchers In Stock,[SM] Michael O'Loughlin Butchers Best Price,[SM] Michael O'Loughlin Butchers Units per Case,[SM] Michael O'Loughlin Butchers Converted To,[SM] Michael O'Loughlin Butchers Unit Price,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,[SM] Smyths Butchers SKU,[SM] Smyths Butchers Best Price List,[SM] Smyths Butchers In Stock,[SM] Smyths Butchers Best Price,[SM] Smyths Butchers Units per Case,[SM] Smyths Butchers Converted To,[SM] Smyths Butchers Unit Price,Ballycotton Seafood SKU,Ballycotton Seafood Best Price List,Ballycotton Seafood In Stock,Ballycotton Seafood Best Price,Ballycotton Seafood Units per Case,Ballycotton Seafood Converted To,Ballycotton Seafood Unit Price,Flesk Meats & Food Service Ltd SKU,Flesk Meats & Food Service Ltd Best Price List,Flesk Meats & Food Service Ltd In Stock,Flesk Meats & Food Service Ltd Best Price,Flesk Meats & Food Service Ltd Units per Case,Flesk Meats & Food Service Ltd Converted To,Flesk Meats & Food Service Ltd Unit Price,Frylite Ltd SKU,Frylite Ltd Best Price List,Frylite Ltd In Stock,Frylite Ltd Best Price,Frylite Ltd Units per Case,Frylite Ltd Converted To,Frylite Ltd Unit Price,John Lane & Sons Tralee Ltd SKU,John Lane & Sons Tralee Ltd Best Price List,John Lane & Sons Tralee Ltd In Stock,John Lane & Sons Tralee Ltd Best Price,John Lane & Sons Tralee Ltd Units per Case,John Lane & Sons Tralee Ltd Converted To,John Lane & Sons Tralee Ltd Unit Price,La Rousse Foods SKU,La Rousse Foods Best Price List,La Rousse Foods In Stock,La Rousse Foods Best Price,La Rousse Foods Units per Case,La Rousse Foods Converted To,La Rousse Foods Unit Price,Lee Strand Co-operative Creamery Ltd SKU,Lee Strand Co-operative Creamery Ltd Best Price List,Lee Strand Co-operative Creamery Ltd In Stock,Lee Strand Co-operative Creamery Ltd Best Price,Lee Strand Co-operative Creamery Ltd Units per Case,Lee Strand Co-operative Creamery Ltd Converted To,Lee Strand Co-operative Creamery Ltd Unit Price,Lynas Foodservice Ltd SKU,Lynas Foodservice Ltd Best Price List,Lynas Foodservice Ltd In Stock,Lynas Foodservice Ltd Best Price,Lynas Foodservice Ltd Units per Case,Lynas Foodservice Ltd Converted To,Lynas Foodservice Ltd Unit Price,Mary's Fish T/A Chef's Choice Fish Company Ltd SKU,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price List,Mary's Fish T/A Chef's Choice Fish Company Ltd In Stock,Mary's Fish T/A Chef's Choice Fish Company Ltd Best Price,Mary's Fish T/A Chef's Choice Fish Company Ltd Units per Case,Mary's Fish T/A Chef's Choice Fish Company Ltd Converted To,Mary's Fish T/A Chef's Choice Fish Company Ltd Unit Price,Robert Roberts/ Findlater & Co SKU,Robert Roberts/ Findlater & Co Best Price List,Robert Roberts/ Findlater & Co In Stock,Robert Roberts/ Findlater & Co Best Price,Robert Roberts/ Findlater & Co Units per Case,Robert Roberts/ Findlater & Co Converted To,Robert Roberts/ Findlater & Co Unit Price,Star Seafoods Ltd SKU,Star Seafoods Ltd Best Price List,Star Seafoods Ltd In Stock,Star Seafoods Ltd Best Price,Star Seafoods Ltd Units per Case,Star Seafoods Ltd Converted To,Star Seafoods Ltd Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price,Wicked Desserts Ltd SKU,Wicked Desserts Ltd Best Price List,Wicked Desserts Ltd In Stock,Wicked Desserts Ltd Best Price,Wicked Desserts Ltd Units per Case,Wicked Desserts Ltd Converted To,Wicked Desserts Ltd Unit Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) SKU,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price List,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) In Stock,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Best Price,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Units per Case,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Converted To,Williams Gate Ltd (formerly Heaney Meats Catering Co Ltd) Unit Price,Wrights of Howth SKU,Wrights of Howth Best Price List,Wrights of Howth In Stock,Wrights of Howth Best Price,Wrights of Howth Units per Case,Wrights of Howth Converted To,Wrights of Howth Unit Price
,644443,Food,Frozen: Desserts,Individual Desserts (Frozen),Baileys &amp; Malteseers Cheesecake,,1x28each,each,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0,inbc,Greyhound Racing Ireland Group Price List,Yes,0,28.0000000,each,0
,813828,Food,Frozen: Desserts,Individual Desserts (Frozen),Cake : Lemon Madeira,,3x9each,each,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0,lml,Greyhound Racing Ireland Group Price List,Yes,0,27.0000000,each,0
,719926,Food,Frozen: Desserts,Individual Desserts (Frozen),Chocolate Fondant,,27x90g,g,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0,4374,Greyhound Racing Ireland Group Price List,Yes,0,2.4300000,kg,0
,862871,Food,Frozen: Desserts,Individual Desserts (Frozen),Lemon &amp; Curd Mousse : Tart,,1x12each,each,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tlc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0
,1284218,Food,Frozen: Desserts,Individual Desserts (Frozen),Mango &amp; Passionfruit : Assiette,,72x1each,each,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,amp,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0
,1439145,Food,Frozen: Desserts,Individual Desserts (Frozen),Oreo : Assiette,,72x1each,each,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0,oa,Greyhound Racing Ireland Group Price List,Yes,0,72.0000000,each,0
,646436,Food,Frozen: Desserts,Individual Desserts (Frozen),Peanut &amp; Salted Caramel : Ch C,,1x1each,each,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,sccbf,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,1439141,Food,Frozen: Desserts,Individual Desserts (Frozen),Slice : Salted Caramel,,32x1each,each,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0,scs,Greyhound Racing Ireland Group Price List,Yes,0,32.0000000,each,0
,1660803,Food,Frozen: Desserts,Individual Desserts (Frozen),Tart : Chocolate Peanut Caramel,,1x12each,each,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0,tpcc,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,each,0
,862873,Food,Frozen: Desserts,Individual Desserts (Frozen),White Chocolate Banana Caramel Brownie,,1x24each,each,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0,scbb,Greyhound Racing Ireland Group Price List,Yes,0,24.0000000,each,0
,1437630,Food,Frozen: Desserts,Other,Christmas Trio 2022 : 56 Portions,,1x2.5kg,kg,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0,ACT22,Greyhound Racing Ireland Group Price List,Yes,0,2.5000000,kg,0
,1373186,Food,Frozen: Desserts,"Pancakes, Crepes & Waffles (Frozen)",Pancakes : American,,60x60g,g,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0,P079,Greyhound Racing Ireland Group Price List,Yes,0,3.6000000,kg,0
,644441,Food,Frozen: Desserts,Pies & Flans (Frozen),Apple Pie : Cooked : 10 Portion,,1x1each,each,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,apl,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,549126,Food,Frozen: Desserts,Pies & Flans (Frozen),Apple Pie : Old Irish : 12 Portion,,1x1each,each,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0,1317,Greyhound Racing Ireland Group Price List,Yes,0,1.0000000,each,0
,847847,Food,Frozen: Desserts,Profiteroles (Frozen),Profiteroles,,1x240each,each,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0,DE154,Greyhound Racing Ireland Group Price List,Yes,0,240.0000000,each,0
,1672556,Food,Frozen: Desserts,"Puddings, Crumbles & Bakes (Frozen)",Christmas Pudding,,1x900g,g,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0,ACP22,Greyhound Racing Ireland Group Price List,Yes,0,0.9000000,kg,0
