Market Code,PID,Product Category 1,Product Category 2,Product Category 3,Product Description,Brand,Pack Size,Measure,[SM] Musgrave SKU,[SM] Musgrave Best Price List,[SM] Musgrave In Stock,[SM] Musgrave Best Price,[SM] Musgrave Units per Case,[SM] Musgrave Converted To,[SM] Musgrave Unit Price,Bulmers Ire / Bibendum (Gleeson Group) SKU,Bulmers Ire / Bibendum (Gleeson Group) Best Price List,Bulmers Ire / Bibendum (Gleeson Group) In Stock,Bulmers Ire / Bibendum (Gleeson Group) Best Price,Bulmers Ire / Bibendum (Gleeson Group) Units per Case,Bulmers Ire / Bibendum (Gleeson Group) Converted To,Bulmers Ire / Bibendum (Gleeson Group) Unit Price,Comans Beverages Ltd SKU,Comans Beverages Ltd Best Price List,Comans Beverages Ltd In Stock,Comans Beverages Ltd Best Price,Comans Beverages Ltd Units per Case,Comans Beverages Ltd Converted To,Comans Beverages Ltd Unit Price,Diageo Ireland SKU,Diageo Ireland Best Price List,Diageo Ireland In Stock,Diageo Ireland Best Price,Diageo Ireland Units per Case,Diageo Ireland Converted To,Diageo Ireland Unit Price,Findlater Wine & Spirit Group SKU,Findlater Wine & Spirit Group Best Price List,Findlater Wine & Spirit Group In Stock,Findlater Wine & Spirit Group Best Price,Findlater Wine & Spirit Group Units per Case,Findlater Wine & Spirit Group Converted To,Findlater Wine & Spirit Group Unit Price,Heineken Ireland Sales Ltd SKU,Heineken Ireland Sales Ltd Best Price List,Heineken Ireland Sales Ltd In Stock,Heineken Ireland Sales Ltd Best Price,Heineken Ireland Sales Ltd Units per Case,Heineken Ireland Sales Ltd Converted To,Heineken Ireland Sales Ltd Unit Price,John J Galvin & Son Ltd SKU,John J Galvin & Son Ltd Best Price List,John J Galvin & Son Ltd In Stock,John J Galvin & Son Ltd Best Price,John J Galvin & Son Ltd Units per Case,John J Galvin & Son Ltd Converted To,John J Galvin & Son Ltd Unit Price,Sysco Ireland SKU,Sysco Ireland Best Price List,Sysco Ireland In Stock,Sysco Ireland Best Price,Sysco Ireland Units per Case,Sysco Ireland Converted To,Sysco Ireland Unit Price
Liquors,249931,Drinks,Spirits & Liquors,Liqueurs & Other,Baileys Liqueur : Irish Cream,Baileys,12x1ltr,ltr,BAI701,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,BAI701,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,BAI701,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,BAI701,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,BAI701,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,BAI701,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,BAI701,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,BAI701,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,730068,Drinks,Spirits & Liquors,Liqueurs & Other,BVland Liqueur : Almond,BVland,6x70cl,cl,BVA850,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,BVA850,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,BVA850,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,BVA850,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,BVA850,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,BVA850,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,BVA850,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,BVA850,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
Liquors,210910,Drinks,Spirits & Liquors,Liqueurs & Other,Cointreau Liqueur,Cointreau,6x70cl,cl,COI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,COI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,COI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,COI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,COI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,COI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,COI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,COI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
Liquors,373715,Drinks,Spirits & Liquors,Liqueurs & Other,Disaronno Liqueur : Amaretto,Disaronno,12x70cl,cl,DIS702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,DIS702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,DIS702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,DIS702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,DIS702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,DIS702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,DIS702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,DIS702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0
Liquors,210920,Drinks,Spirits & Liquors,Liqueurs & Other,Drambuie Liqueur,Drambuie,6x70cl,cl,DRA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,DRA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,DRA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,DRA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,DRA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,DRA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,DRA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,DRA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
Liquors,271560,Drinks,Spirits & Liquors,Liqueurs & Other,Irish Mist Liqueur : Honey,Irish Mist,6x70cl,cl,IRI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,IRI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,IRI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,IRI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,IRI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,IRI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,IRI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,IRI701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
Liquors,210930,Drinks,Spirits & Liquors,Liqueurs & Other,Jagermeister Liqueur,Jagermeister,6x70cl,cl,JAG701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,JAG701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,JAG701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,JAG701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,JAG701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,JAG701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,JAG701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,JAG701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
,783522,Drinks,Spirits & Liquors,Liqueurs & Other,JW : Red,,6x70cl,cl,752409,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,752409,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,752409,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,752409,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,752409,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,752409,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,752409,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,752409,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
Liquors,210947,Drinks,Spirits & Liquors,Liqueurs & Other,Malibu Liqueur,Malibu,6x1ltr,ltr,MAL702,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,MAL702,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,MAL702,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,MAL702,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,MAL702,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,MAL702,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,MAL702,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,MAL702,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0
Liquors,1448380,Drinks,Spirits & Liquors,Liqueurs & Other,Pernod Liqueur,Pernod,6x70cl,cl,PER704,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,PER704,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,PER704,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,PER704,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,PER704,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,PER704,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,PER704,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,PER704,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
Liquors,210943,Drinks,Spirits & Liquors,Liqueurs & Other,Tia Maria Liqueur,Tia Maria,6x70cl,cl,TIA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,TIA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,TIA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,TIA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,TIA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,TIA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,TIA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,TIA701,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
,957903,Drinks,Spirits & Liquors,Liqueurs & Other,Volare Herbal Liqueur : Peppermint Green,Volare,6x70cl,cl,VOL411,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,VOL411,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,VOL411,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,VOL411,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,VOL411,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,VOL411,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,VOL411,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,VOL411,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
,898979,Drinks,Spirits & Liquors,Martini/Vermouth,Belsazar Vermouth : Rose,Belsazar,6x75cl,cl,748997,Diageo Price List (Inc Spirits),Yes,0,450.0000000,cl,0,748997,Diageo Price List (Inc Spirits),Yes,0,450.0000000,cl,0,748997,Diageo Price List (Inc Spirits),Yes,0,450.0000000,cl,0,748997,Diageo Price List (Inc Spirits),Yes,0,450.0000000,cl,0,748997,Diageo Price List (Inc Spirits),Yes,0,450.0000000,cl,0,748997,Diageo Price List (Inc Spirits),Yes,0,450.0000000,cl,0,748997,Diageo Price List (Inc Spirits),Yes,0,450.0000000,cl,0,748997,Diageo Price List (Inc Spirits),Yes,0,450.0000000,cl,0
Liquors,943436,Drinks,Spirits & Liquors,Martini/Vermouth,Campari Aperol : Aperitivo,Campari,6x70cl,cl,CAM401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,CAM401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,CAM401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,CAM401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,CAM401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,CAM401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,CAM401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,CAM401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
Fortified Wine,517748,Drinks,Spirits & Liquors,Martini/Vermouth,Campari Campari : Bitter,Campari,12x70cl,cl,CAM402,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,CAM402,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,CAM402,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,CAM402,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,CAM402,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,CAM402,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,CAM402,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,CAM402,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0
Fortified Wine,210877,Drinks,Spirits & Liquors,Martini/Vermouth,Martini Martini : Bianco,Martini,6x75cl,cl,MAR707,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR707,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR707,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR707,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR707,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR707,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR707,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR707,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0
,725597,Drinks,Spirits & Liquors,Martini/Vermouth,Martini Martini : Extra Dry,Martini,6x75cl,cl,MAR705,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR705,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR705,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR705,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR705,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR705,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR705,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0,MAR705,Greyhound Racing Ireland Group Price List,Yes,0,450.0000000,cl,0
Fortified Wine,517755,Drinks,Spirits & Liquors,Martini/Vermouth,Pimms Pimms No. 1,Pimms,6x70cl,cl,764610,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,764610,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,764610,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,764610,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,764610,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,764610,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,764610,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,764610,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
Fortified Wine,351752,Drinks,Spirits & Liquors,Port,Sandeman Port : 3 Star,Sandeman,12x75cl,cl,SAN756,Greyhound Racing Ireland Group Price List,Yes,0,900.0000000,cl,0,SAN756,Greyhound Racing Ireland Group Price List,Yes,0,900.0000000,cl,0,SAN756,Greyhound Racing Ireland Group Price List,Yes,0,900.0000000,cl,0,SAN756,Greyhound Racing Ireland Group Price List,Yes,0,900.0000000,cl,0,SAN756,Greyhound Racing Ireland Group Price List,Yes,0,900.0000000,cl,0,SAN756,Greyhound Racing Ireland Group Price List,Yes,0,900.0000000,cl,0,SAN756,Greyhound Racing Ireland Group Price List,Yes,0,900.0000000,cl,0,SAN756,Greyhound Racing Ireland Group Price List,Yes,0,900.0000000,cl,0
Spirits,387013,Drinks,Spirits & Liquors,Rum,Bacardi Rum : White,Bacardi,6x1ltr,ltr,BAC712,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,BAC712,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,BAC712,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,BAC712,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,BAC712,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,BAC712,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,BAC712,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0,BAC712,Greyhound Racing Ireland Group Price List,Yes,0,6.0000000,ltr,0
Spirits,210980,Drinks,Spirits & Liquors,Rum,Captain Morgan Rum : Spiced,Captain Morgan,6x70cl,cl,735465,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735465,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735465,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735465,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735465,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735465,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735465,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735465,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
Spirits,718022,Drinks,Spirits & Liquors,Rum,Captain Morgan Rum : Spiced,Captain Morgan,12x1ltr,ltr,CAP711,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,CAP711,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,CAP711,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,CAP711,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,CAP711,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,CAP711,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,CAP711,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0,CAP711,Greyhound Racing Ireland Group Price List,Yes,0,12.0000000,ltr,0
,597448,Drinks,Spirits & Liquors,Rum,Captain Morgan White Rum,Captain Morgan,6x70cl,cl,735424,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735424,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735424,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735424,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735424,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735424,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735424,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,735424,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
Spirits,431509,Drinks,Spirits & Liquors,Rum,Pampero Rum : Blanco,Pampero,6x70cl,cl,713777,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713777,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713777,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713777,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713777,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713777,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713777,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713777,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
Spirits,225607,Drinks,Spirits & Liquors,Rum,Pampero Rum : Especial,Pampero,6x70cl,cl,713814,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713814,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713814,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713814,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713814,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713814,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713814,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713814,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
,930235,Drinks,Spirits & Liquors,Rum,Pampero Rum : Seleccn,Pampero,6x70cl,cl,713803,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713803,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713803,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713803,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713803,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713803,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713803,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,713803,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
,853083,Drinks,Spirits & Liquors,Rum,Ron Zacapa Zacapa Cent 23,Ron Zacapa,6x70cl,cl,754845,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,754845,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,754845,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,754845,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,754845,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,754845,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,754845,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,754845,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
Dry,250724,Drinks,Spirits & Liquors,Rum,Sea Dog Rum : Jamaica,Sea Dog,12x70cl,cl,SEA702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,SEA702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,SEA702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,SEA702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,SEA702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,SEA702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,SEA702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,SEA702,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0
Liquors,250193,Drinks,Spirits & Liquors,Sambuca,Antica Sambuca : 38% : Classic,Antica,6x70cl,cl,ANT401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,ANT401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,ANT401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,ANT401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,ANT401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,ANT401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,ANT401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,ANT401,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
Liquors,271812,Drinks,Spirits & Liquors,Sambuca,Ramazzotti Sambuca,Ramazzotti,6x70cl,cl,SAM601,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,SAM601,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,SAM601,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,SAM601,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,SAM601,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,SAM601,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,SAM601,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0,SAM601,Greyhound Racing Ireland Group Price List,Yes,0,420.0000000,cl,0
Liquors,373782,Drinks,Spirits & Liquors,Schnapps,Archers Schnapps : Peach,Archers,12x70cl,cl,ARC601,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,ARC601,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,ARC601,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,ARC601,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,ARC601,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,ARC601,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,ARC601,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,ARC601,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0
,528961,Drinks,Spirits & Liquors,Schnapps,Piranha Schnapps : Apple,Piranha,6x50cl,cl,PIR407,Greyhound Racing Ireland Group Price List,No,0,300.0000000,cl,0,PIR407,Greyhound Racing Ireland Group Price List,No,0,300.0000000,cl,0,PIR407,Greyhound Racing Ireland Group Price List,No,0,300.0000000,cl,0,PIR407,Greyhound Racing Ireland Group Price List,No,0,300.0000000,cl,0,PIR407,Greyhound Racing Ireland Group Price List,No,0,300.0000000,cl,0,PIR407,Greyhound Racing Ireland Group Price List,No,0,300.0000000,cl,0,PIR407,Greyhound Racing Ireland Group Price List,No,0,300.0000000,cl,0,PIR407,Greyhound Racing Ireland Group Price List,No,0,300.0000000,cl,0
,788633,Drinks,Spirits & Liquors,Schnapps,Piranha Schnapps : Kola,Piranha,6x50cl,cl,PIR405,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,cl,0,PIR405,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,cl,0,PIR405,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,cl,0,PIR405,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,cl,0,PIR405,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,cl,0,PIR405,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,cl,0,PIR405,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,cl,0,PIR405,Greyhound Racing Ireland Group Price List,Yes,0,300.0000000,cl,0
,962804,Drinks,Spirits & Liquors,Sherry,Harveys Sherry : Bristol Cream,Harveys,12x70cl,cl,HAR737,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,HAR737,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,HAR737,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,HAR737,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,HAR737,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,HAR737,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,HAR737,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0,HAR737,Greyhound Racing Ireland Group Price List,Yes,0,840.0000000,cl,0
,1349701,Drinks,Spirits & Liquors,Tequila,Casamigos Mezcal,Casamigos,6x70cl,cl,751473,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,751473,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,751473,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,751473,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,751473,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,751473,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,751473,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0,751473,Diageo Price List (Inc Spirits),Yes,0,420.0000000,cl,0
